    1    3    0
 307506  25490 0
  25491  79273 0
 274990 279788 0
    2    4    0
  74315  13868 0
 306139  13868 0
  74315 225820 0
  74315 254749 0
    3    8    0
 299136  24076 0
 245032  25490 0
 245025  30547 0
 299136  79089 0
 245032 245025 0
 299136 245025 0
 245025 245032 0
 245025 299136 0
    4    6    0
  25490  25491 0
  30547  30548 0
  30547  79273 0
  30547 115449 0
  30547 245025 0
  25490 281618 0
    5    4    0
  30548  30547 0
 115449  30547 0
  30548 115449 0
 115449 278035 0
    6    2    0
  79273  30547 0
  79273  79274 0
    7    5    0
 278036  18665 0
 278036  76984 0
  24076 245032 0
  79089 278036 0
  79089 299136 0
    8    2    0
 115449  30547 0
 115449 278035 0
    9    7    0
 286648  21913 0
  84062  69180 0
 254749  74315 0
  84062  84063 0
 254749  84063 0
 254749 197646 0
 286648 286280 0
   10    4    0
  18913 100437 0
 225821 225820 0
  18913 225821 0
 225821 254749 0
   11    2    0
 225820 100437 0
 225820 225821 0
   12    1    0
 274990 279788 0
   13    4    0
  79274  11658 0
 100437 100433 0
 100437 286502 0
 269448 306139 0
   14    3    0
 282216  17180 0
 282216  78289 0
 282216 234886 0
   15    3    0
 286647 286280 0
  17273 286647 0
 286647 286648 0
   16    6    0
 282216  17180 0
 282216  78289 0
  78289 212756 0
 282216 234886 0
  78289 282216 0
  78289 286335 0
   17    4    0
 286310 197644 0
 212756 212757 0
 212756 286309 0
 286310 286335 0
   18    5    0
 286335  78289 0
 197646 197644 0
 286335 197646 0
 197646 254749 0
 197646 286335 0
   19    2    0
 197644  18913 0
 197644 240342 0
   20    3    0
 234882 225153 0
 234882 234886 0
 234882 283679 0
   21   10    0
 210081  10176 0
 303567  19462 0
  19462  21432 0
 269091 175672 0
 269091 177619 0
 269091 225153 0
  21432 235251 0
 303567 269091 0
  21432 284101 0
 269091 303567 0
   22   11    0
 225153  21432 0
 284101  78574 0
 234886  78574 0
 234882 225153 0
 284101 234882 0
 234886 234882 0
 225153 234882 0
 234882 234886 0
 225153 269091 0
 234886 282216 0
 234882 283679 0
   23    2    0
  79725  22256 0
  79725 100544 0
   24    1    0
  64247  32306 0
   25    1    0
  64247  32306 0
   26    3    0
 100544  79725 0
 100544 100545 0
 100544 283115 0
   27    3    0
 100544  79725 0
 100544 100545 0
 100544 283115 0
   28    3    0
 100544  79725 0
 100544 100545 0
 100544 283115 0
   29    3    0
  77297  76749 0
 100545  77297 0
 100545 100544 0
   30    1    0
  11639  22256 0
   31    5    0
 201459  11639 0
 283159 210081 0
  10176 210081 0
  10176 283159 0
 201459 283159 0
   32    2    0
 235251  78915 0
 235251 201459 0
   33    2    0
 257449 235251 0
 257449 284101 0
   34    2    0
  18864 257449 0
  18864 286109 0
   35    6    0
  78574 234003 0
 257449 235251 0
 234003 257449 0
 257449 284101 0
 234003 286109 0
  78574 286616 0
   36    4    0
 286109  14364 0
  18864 257449 0
 286109 286103 0
  18864 286109 0
   37    5    0
  22256  11639 0
  22256  77296 0
  77296  77297 0
  77296 100544 0
  22256 278291 0
   38    1    0
  77297  76749 0
   39    6    0
  78916  13938 0
  78915  18864 0
 278291  78915 0
  78915  78916 0
 278291 201459 0
  78916 275711 0
   40    4    0
  76749  13938 0
  13938  77296 0
  76749 275711 0
  13938 278291 0
   41    2    0
  12219  18864 0
  12219  78916 0
   42    3    0
 267654  12219 0
 275711 267654 0
 267654 286326 0
   43    2    0
  12219  18864 0
  12219  78916 0
   44    2    0
  14364  12219 0
  14364 286326 0
   45    4    0
 286616 212757 0
  14497 234003 0
 286616 286309 0
  14497 286616 0
   46    2    0
 286103  14497 0
 286103  78189 0
   47    2    0
  14557  14497 0
  14557  78189 0
   48    2    0
  78189  19292 0
  78189 241878 0
   49    4    0
  12236  14557 0
 286309  14557 0
 286309 286310 0
  12236 286310 0
   50    4    0
  19292  12236 0
  14557  14497 0
  19292  21930 0
  14557  78189 0
   51    2    0
 240342  12236 0
 240342  21930 0
   52    4    0
  21930  11868 0
 240342  12236 0
  21930  18828 0
 240342  21930 0
   53    2    0
 286103  14497 0
 286103  78189 0
   54    3    0
 241879  14364 0
 241879 286103 0
 286326 305553 0
   55    4    0
  78189  19292 0
 241878  79290 0
  78189 241878 0
 241878 241879 0
   56    3    0
  79290  18656 0
 305553  79290 0
 305553 241879 0
   57    2    0
 241878  79290 0
 241878 241879 0
   58    1    0
  18656 245719 0
   59    4    0
  11868  13914 0
 245719  19292 0
 245719 241878 0
  11868 245719 0
   60    1    0
  18656 245719 0
   61    2    0
 240341  18913 0
 240341 240342 0
   62    2    0
  18828 240341 0
  18828 286197 0
   63    2    0
 100433 240341 0
 100433 286197 0
   64    2    0
 286197  12156 0
 286197 286198 0
   65    4    0
 286502  79274 0
 284318 100433 0
 286502 269448 0
 284318 286502 0
   66    2    0
 286198 278288 0
 286198 284318 0
   67    2    0
  11658 278288 0
  11658 284318 0
   68    2    0
 278288  14616 0
 278288 278289 0
   69    2    0
  11867  11868 0
  11867  18828 0
   70    2    0
  18334  11867 0
  18334  80338 0
   71    2    0
 286197  12156 0
 286197 286198 0
   72    4    0
  12156  11867 0
  11867  11868 0
  11867  18828 0
  12156  80338 0
   73    2    0
  12156  11867 0
  12156  80338 0
   74    3    0
  27825  14617 0
  80338  27825 0
  27825 270173 0
   75    2    0
 278288  14616 0
 278288 278289 0
   76    4    0
  14617  12156 0
  14616  14617 0
  14616 270173 0
  14617 286198 0
   77    2    0
  30548  30547 0
  30548 115449 0
   78    2    0
  14009  11658 0
  14009 115449 0
   79    2    0
  21736  14433 0
  21736  19230 0
   80    6    0
 202095  14009 0
 202095  21736 0
 202094 202095 0
 202094 278035 0
 278035 278036 0
 278035 299136 0
   81    2    0
 202094 202095 0
 202094 278035 0
   82    2    0
  18665  60082 0
  18665  71374 0
   83    2    0
 278036  18665 0
 278036  76984 0
   84    2    0
  76984  76985 0
  76984 202094 0
   85    2    0
  14527  18665 0
  14527  76984 0
   86    2    0
  14527  18665 0
  14527  76984 0
   87    2    0
  14527  18665 0
  14527  76984 0
   88    2    0
  71370  14527 0
  71370 231945 0
   89    2    0
 278289  14009 0
 278289  21736 0
   90    1    0
 270173 309156 0
   91    6    0
  21736  14433 0
  14433  14434 0
  14434  14616 0
  21736  19230 0
  14433 271031 0
  14434 278289 0
   92    2    0
 309156  14434 0
 309156 271031 0
   93    2    0
  19230  76985 0
  19230 202094 0
   94    5    0
 237958  14433 0
 237958  19230 0
 304755 237958 0
 304755 270129 0
 271031 304755 0
   95    2    0
  76985 237962 0
  76985 286659 0
   96    3    0
 237962 237958 0
 270129 267366 0
 237962 270129 0
   97    2    0
 286659  14527 0
 286659 231945 0
   98    2    0
 267366  14301 0
 267366 301413 0
   99    2    0
 231945  18776 0
 231945 231942 0
  100    7    0
 231942  14301 0
 267366  14301 0
  14301 237962 0
 301413 271175 0
  14301 286659 0
 267366 301413 0
 231942 301413 0
  101    4    0
 286677  51983 0
  51983 281238 0
 286677 286896 0
  51983 286896 0
  102    1    0
 121342 275356 0
  103    3    0
 268106  21833 0
 121341 108776 0
 268106 121341 0
  104    2    0
 286677  51983 0
 286677 286896 0
  105    2    0
  21833 205079 0
  21833 284030 0
  106    2    0
 205079 205080 0
 205079 286677 0
  107    3    0
 284030  76748 0
  76748 268106 0
 284030 286260 0
  108    2    0
 286260  13883 0
 286260 286255 0
  109    5    0
 275712  76748 0
 286255  80237 0
 286255 240229 0
 240229 275712 0
